   14.00  25.00  38.00  47.00  59.00  69.00  80.00  94.00 107.50  
   16.88  27.50  39.00  48.00  57.00  68.00  82.50  93.00 107.50  
   16.88  28.00  39.00  47.00  57.00  68.00  80.00  93.00 107.50  
   16.88  27.00  37.00  50.00  58.00  68.00  82.50  92.00 107.50  
   16.88  30.42  39.00  49.00  59.00  69.00  82.50  92.00 107.50  
   16.88  28.00  40.00  50.00  60.00  69.00  82.50  93.00 107.50  
   14.00  24.00  35.00  45.00  54.00  65.00  77.00  93.00 114.41  
   16.88  28.00  40.00  50.00  60.00  70.00  82.50  94.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 108.50  
   16.88  29.00  42.00  52.00  62.00  74.00  84.00  95.00 108.50  
   16.88  29.00  39.00  50.00  59.00  70.00  82.50  93.00 107.50  
   14.00  29.00  40.00  50.00  61.00  69.00  83.00  95.00 110.55  
   15.07  28.00  40.00  49.00  61.00  70.00  82.00  95.00 107.50  
   16.88  29.00  41.00  51.00  61.84  72.62  82.50  97.00 110.36  
   16.88  31.91  39.00  50.00  60.00  70.00  82.50  97.00 111.85  
   16.88  27.00  38.00  50.00  61.51  70.00  82.50  97.00 107.50  
   16.88  28.00  41.00  50.00  60.00  70.00  82.50  95.10 105.07  
   16.88  29.00  40.00  50.00  60.00  69.00  82.50  97.00 107.50  
   16.88  29.00  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  27.50  37.00  48.00  57.00  70.00  82.50  93.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  95.00 107.50  
   19.04  28.00  39.00  50.00  61.68  69.00  82.50  95.00 107.50  
   16.88  27.50  39.00  47.00  59.00  70.00  82.50  93.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 108.50  
   16.88  31.91  40.51  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  97.00 107.50  
   16.88  27.50  37.00  48.00  57.00  68.00  82.50  92.00 107.00  
   16.88  28.85  39.69  49.76  61.32  70.00  82.50  96.00 107.00  
   16.88  28.50  39.00  50.00  58.00  68.00  82.50  94.80 107.00  
   15.00  27.00  40.00  49.00  61.00  69.00  82.00  94.00 107.50  
   16.00  26.00  38.00  48.00  59.00  69.00  81.37  96.00 108.00  
   16.88  27.50  39.00  51.00  60.00  71.00  82.50  95.00 106.00  
   15.00  28.00  40.00  50.00  59.00  71.00  80.00  95.00 108.00  
   19.00  30.33  39.00  50.00  61.32  70.00  82.50  97.00 107.50  
   16.88  29.00  41.00  50.00  58.00  69.00  82.50  97.00 107.50  
   16.88  28.00  39.00  50.00  59.00  70.00  82.50  94.00 107.50  
   16.88  28.00  37.00  48.00  58.00  68.00  82.50  97.00 108.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
    0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  
   16.88  27.50  39.00  48.00  59.00  70.00  82.50  95.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  95.00 107.50  
   16.88  27.50  39.00  48.00  59.00  67.00  82.50  95.00 107.50  
   16.88  27.50  39.00  50.00  59.00  70.00  82.50  95.00 107.50  
