    1.35561e-03 -1.40451e-03  3.09253e-04 -3.94850e-06  5.59836e-09  1.49221e-10 -6.22577e-13
    1.33759e-03 -1.22726e-03  3.08744e-04 -3.97421e-06  5.62867e-09  1.51654e-10 -6.33953e-13
    1.34733e-03 -1.42578e-03  3.11628e-04 -3.96998e-06  5.58242e-09  1.49940e-10 -6.24727e-13
    5.43574e-04 -8.54106e-04  3.28941e-04 -4.44574e-06  7.30809e-09  1.67662e-10 -7.21003e-13
    2.56082e-04 -5.31382e-04  3.25845e-04 -4.47992e-06  7.56378e-09  1.70125e-10 -7.37002e-13
    1.62027e-04 -4.68847e-04  3.03341e-04 -4.16619e-06  7.32495e-09  1.57455e-10 -6.91293e-13
